ensembl_id	symbol	beta	beta_se	beta_p	beta_q	ame	ame_se	ame_p
ENSG00000180817.11	PPA1	-0.202156044745655	0.0306720661106558	4.37213964799622e-11	2.8777545329243e-08	-305.558786883764	51.5276795774217	3.02947320024946e-09
ENSG00000149925.16	ALDOA	-0.163815719599545	0.025005611298461	5.70924737896765e-11	3.07452191421617e-08	-1232.15342423028	213.523532965261	7.9001794521981e-09
ENSG00000165637.13	VDAC2	-0.169410823399291	0.0258778322129466	5.88768591582476e-11	3.07452191421617e-08	-421.154362812302	73.712411161953	1.10689101136872e-08
ENSG00000103415.11	HMOX2	-0.295532476126396	0.0451740615842192	6.06676724096875e-11	3.07452191421617e-08	-101.455176615998	19.586761305768	2.22143957847785e-07
ENSG00000277424.4	HMOX2	-0.295331886433936	0.0451705037499576	6.2281147823117e-11	3.07452191421617e-08	-101.371404207381	19.5759250063048	2.23831652577913e-07
ENSG00000124802.11	EEF1E1	-0.267357589527239	0.0411235727789403	7.96171908757015e-11	3.6023585473442e-08	-214.64191647788	43.7648370175821	9.36953539304199e-07
ENSG00000108654.11	DDX5	-0.208508950974467	0.0320945434831496	8.20953339710505e-11	3.6023585473442e-08	-655.555513668475	115.019271652368	1.20139871702266e-08
ENSG00000169714.16	CNBP	-0.193327218431855	0.0299000183424249	1.00771415156076e-10	4.18913854931178e-08	-690.52283292759	120.441101939653	9.85055010521201e-09
ENSG00000127022.14	CANX	-0.258706584603138	0.0401216724000326	1.13297741045775e-10	4.47437338394243e-08	-569.846509875673	100.324404210361	1.34664179731375e-08
ENSG00000202198.1	RN7SK	0.796642819854812	0.123801514166668	1.23604222013073e-10	4.64895110304987e-08	44.0473044387038	15.9357097745092	0.00570865307754257
ENSG00000146731.10	CCT6A	-0.158105305751845	0.0246258107425756	1.35998319045819e-10	4.88260765101039e-08	-522.070659613579	91.0851588013036	9.94428266661797e-09
ENSG00000101557.14	USP14	-0.237216296435209	0.0370262375782624	1.48695103612885e-10	4.92088324824926e-08	-164.856047058769	26.3017868297623	3.66032080596735e-10
ENSG00000265799.1	RP11-387H17.6	0.426600846952734	0.0665954134790299	1.49524836164315e-10	4.92088324824926e-08	4.98584036063073	0.957129776494853	1.89699386452988e-07
ENSG00000277778.1	PGM5P2	0.339264567579894	0.0530806807556672	1.64278498347458e-10	5.19017119865027e-08	14.5338039871932	2.77601242182912	1.64541728348301e-07
ENSG00000112081.16	SRSF3	-0.154543355259141	0.0242404628232499	1.82451225532537e-10	5.52700704392393e-08	-445.214926247452	74.7057344283149	2.52884440575309e-09
ENSG00000182944.17	EWSR1	-0.204996566419424	0.0321811831689868	1.88935172540973e-10	5.52700704392393e-08	-508.777018727691	89.5238839681921	1.32241741465967e-08
ENSG00000123416.15	TUBA1B	-0.235076711321493	0.0370315995138753	2.18127581412774e-10	5.98214108869742e-08	-1490.43284914433	319.298594682009	3.04391611553269e-06
ENSG00000276736.1	AL592188.6	0.511194511725476	0.0806724605123029	2.34788800889586e-10	5.98214108869742e-08	7.44535389958676	1.72063244141303	1.51083281969391e-05
ENSG00000277048.1	AL353644.10	0.511194511725476	0.0806724605123029	2.34788800889586e-10	5.98214108869742e-08	7.44535389958676	1.72063244141303	1.51083281969391e-05
ENSG00000277105.1	FP236383.10	0.511194511725476	0.0806724605123029	2.34788800889586e-10	5.98214108869742e-08	7.44535389958676	1.72063244141303	1.51083281969391e-05
ENSG00000143549.19	TPM3	-0.172502090698038	0.0273208652972573	2.72033182849574e-10	6.71448753995628e-08	-739.121107422697	148.874299588156	6.87957454045394e-07
ENSG00000104408.9	EIF3E	-0.182598986757613	0.0290199446838975	3.13019330488138e-10	7.49200719870965e-08	-264.044296565742	44.3540654832038	2.63106453388195e-09
ENSG00000131238.16	PPT1	-0.32717556769613	0.0520947381980537	3.37712465275529e-10	7.84529252749495e-08	-526.587340178506	153.459901161593	0.000600401837153545
ENSG00000165678.19	GHITM	-0.195248179765339	0.0311306909652096	3.56698145921952e-10	8.04959027417842e-08	-558.379691585761	103.279805330645	6.42771732325293e-08
ENSG00000180764.13	PIPSL	0.536131140841031	0.0855697608401744	3.71803732886213e-10	8.15740852926815e-08	7.88716030058538	1.46037396841698	6.63513071787719e-08
ENSG00000235847.2	LDHAP7	-0.245510316851028	0.0392704152210451	4.05779563009683e-10	8.66222407136517e-08	-22.5514574120215	4.88805157316003	3.95776061804407e-06
ENSG00000005844.17	ITGAL	0.448777718387797	0.0720457849168396	4.69233697085365e-10	9.36471933292526e-08	4.01279144096069	0.93505858499411	1.77480869300113e-05
ENSG00000281917.2	SLC16A1	-0.26525771781266	0.0425844315917392	4.69471502461552e-10	9.36471933292526e-08	-422.686541641529	87.8881663014388	1.51408179153715e-06
ENSG00000155380.11	SLC16A1	-0.265192940950549	0.0425848976304124	4.74257043346376e-10	9.36471933292526e-08	-422.523362195322	87.8645373638621	1.518357852883e-06
ENSG00000166197.16	NOLC1	-0.182432382594366	0.029337118278634	5.01983087880345e-10	9.67043915361242e-08	-361.438787768257	65.3371114551736	3.16768859439792e-08
ENSG00000257366.1	MIR3180-2	0.461669208017735	0.0743663089292801	5.36486365865388e-10	9.85442302494192e-08	1.6160476044083	0.328834618927769	8.90233215670634e-07
ENSG00000257563.1	MIR3180-3	0.461669208017735	0.0743663089292801	5.36486365865388e-10	9.85442302494192e-08	1.6160476044083	0.328834618927769	8.90233215670634e-07
ENSG00000134802.17	SLC43A3	-0.771127357883704	0.125074713358755	7.03346095819967e-10	1.26257554242338e-07	-21.5754228809347	6.00583472943264	0.000327633377919059
ENSG00000143570.17	SLC39A1	-0.312023101716866	0.0506711260687924	7.37583669450721e-10	1.29461235249461e-07	-342.260391275461	62.0007617402282	3.38496371947079e-08
ENSG00000179059.9	ZFP42	-0.216436489504365	0.0354256634400416	9.98836975610917e-10	1.69075365771168e-07	-310.760535610879	56.7994928447539	4.47036238465012e-08
ENSG00000109861.15	CTSC	-0.296239205579889	0.0484966965652407	1.00609091166158e-09	1.69075365771168e-07	-396.878427780381	83.4775196617767	1.99120330343772e-06
ENSG00000143753.12	DEGS1	-0.341620146359938	0.0560297155550577	1.079934720085e-09	1.77704012577186e-07	-209.367078165111	48.1406045686827	1.36713235157769e-05
ENSG00000179818.13	PCBP1-AS1	0.333946135271332	0.0551042471392502	1.35900609216071e-09	2.19061618087094e-07	143.635722436442	28.1500288621203	3.35183148752165e-07
ENSG00000085415.15	SEH1L	-0.209383276333247	0.0345852753832857	1.41190659795276e-09	2.23037008299756e-07	-174.750883402038	29.6499177242411	3.77398652415107e-09
ENSG00000167721.10	TSR1	-0.22369277910931	0.0371395782247459	1.71182117874024e-09	2.65111878355285e-07	-265.283372713486	47.7912149311895	2.84232646938957e-08
ENSG00000010256.10	UQCRC1	-0.192445860560258	0.0320197629915519	1.8527028536176e-09	2.73023316260532e-07	-470.467046495179	99.172969394556	2.0963822380335e-06
ENSG00000165119.18	HNRNPK	-0.176316529882711	0.0293485285368362	1.88198322608327e-09	2.73023316260532e-07	-709.167234766142	129.94713914205	4.83288621654883e-08
ENSG00000266754.2	RN7SL524P	0.286844430303074	0.0477547720835791	1.89439071060786e-09	2.73023316260532e-07	55.8366337635969	11.3636861569564	8.94180687831976e-07
ENSG00000100353.17	EIF3D	-0.159272998601493	0.0265274807988216	1.92425103554482e-09	2.73023316260532e-07	-388.566823953876	68.3174575925651	1.28788020071596e-08
ENSG00000007923.15	DNAJC11	-0.341629066090381	0.0569086841573772	1.9357389856921e-09	2.73023316260532e-07	-164.942930918234	32.3455934313913	3.40742297258444e-07
ENSG00000084623.11	EIF3I	-0.17924920998263	0.0298811973985769	1.98867733931279e-09	2.74103732659401e-07	-428.414834595851	78.7327677197789	5.28696766513301e-08
ENSG00000178952.8	TUFM	-0.157450385680538	0.0262558646608021	2.01280626508576e-09	2.74103732659401e-07	-387.288958100865	70.3000652813737	3.60705956000504e-08
ENSG00000214110.3	LDHAP4	-0.242795397391472	0.0405706741871743	2.17049091378667e-09	2.88335513597471e-07	-27.3255884098831	6.01896035861989	5.62760241456316e-06
ENSG00000185883.11	ATP6V0C	0.257038240413862	0.0429739657324411	2.2142513548994e-09	2.88335513597471e-07	110.453869282989	24.1791804058186	4.92072487678537e-06
ENSG00000109919.9	MTCH2	-0.190192495960317	0.0318029983256398	2.22682969501089e-09	2.88335513597471e-07	-179.86027966019	32.6469852197989	3.60373552237561e-08
ENSG00000143742.12	SRP9	-0.200598550493753	0.0335714253868318	2.29700200415192e-09	2.92624478207534e-07	-268.956661279561	50.3495208732881	9.20322863364027e-08
ENSG00000120438.11	TCP1	-0.162253603131173	0.0272026857349379	2.45208440973628e-09	3.07422630493673e-07	-518.983226290204	92.9976249981386	2.39680216733911e-08
ENSG00000237991.3	RPL35P1	0.650390507872411	0.10912255442373	2.51954004596464e-09	3.07793193764287e-07	7.78441393194002	1.77600580779505	1.17001503095971e-05
ENSG00000151465.13	CDC123	-0.195137779534	0.0327450029277443	2.53297790223987e-09	3.07793193764287e-07	-254.067731017234	47.1117417256056	6.93392162976104e-08
ENSG00000266340.1	RP11-848P1.4	0.296465173841056	0.0498102451514767	2.65061108522052e-09	3.15051718359381e-07	401.588331471812	104.827411157317	0.000127650630359762
ENSG00000138074.14	SLC5A6	-0.331157541235763	0.0556797714931892	2.7220605137778e-09	3.15051718359381e-07	-430.642757270487	84.4874256897812	3.44855210945943e-07
ENSG00000150753.11	CCT5	-0.166826089384328	0.0280565641927092	2.74668999687863e-09	3.15051718359381e-07	-537.062636087209	99.4267544643766	6.60525124967993e-08
ENSG00000162512.15	SDC3	0.458939599803387	0.077188090669522	2.75226327894958e-09	3.15051718359381e-07	8.98991292210497	1.93766916864416	3.49168712287059e-06
ENSG00000280788.1	Metazoa_SRP	0.496284834479728	0.0836737379984014	3.00747025437741e-09	3.360064558526e-07	11.2056239263083	2.33447758144167	1.5862099680653e-06
ENSG00000091127.13	PUS7	-0.356118386177523	0.0600487751098965	3.02040376409769e-09	3.360064558526e-07	-75.6754332827699	14.5516401128579	1.9878039546102e-07
ENSG00000060688.12	SNRNP40	-0.25366036587814	0.0429191361940767	3.41707733172628e-09	3.67831165955671e-07	-165.084262881357	28.9891347136813	1.23593098627399e-08
ENSG00000205937.11	RNPS1	-0.162317414148903	0.0274704999689186	3.44629796899315e-09	3.67831165955671e-07	-265.617057475422	47.6053193288846	2.41118385567403e-08
ENSG00000140905.9	GCSH	-0.175983921610909	0.0297840198168305	3.44882388917932e-09	3.67831165955671e-07	-158.975652846654	30.5206552898998	1.90077138786342e-07
ENSG00000133316.15	WDR74	-0.206860184987716	0.0350219712488371	3.49276060128652e-09	3.67831165955671e-07	-189.185915422746	35.3687530031918	8.84628799497882e-08
ENSG00000135486.17	HNRNPA1	-0.119821197142829	0.0203201511283955	3.70913743384683e-09	3.85478624686315e-07	-1130.40793554487	202.056077054737	2.21225576173103e-08
ENSG00000136718.9	IMP4	-0.205063523418303	0.034820762634678	3.8826597420323e-09	3.9827181679734e-07	-278.200136352119	50.2407663439617	3.07102423516149e-08
ENSG00000100804.18	PSMB5	-0.164312118796455	0.0279233814476159	3.99520228704088e-09	4.04562047493353e-07	-420.394008083163	77.1967207329628	5.15876775599933e-08
ENSG00000221521.1	AL158151.2	0.388874574648298	0.0661479319347621	4.13096150623944e-09	4.1301423890447e-07	5.52930228895743	1.02227131823348	6.34341670285279e-08
ENSG00000111716.12	LDHB	-0.145068809443326	0.0247880950543996	4.8465163481629e-09	4.78498590371291e-07	-965.01125137103	182.431634098008	1.22507467248504e-07
ENSG00000214593.3	RP11-65N13.6	-0.225320386268554	0.0385520127276185	5.07842896525319e-09	4.89315124730687e-07	-73.6701125807824	14.4350587587191	3.33332030683407e-07
ENSG00000134308.13	YWHAQ	-0.193316203986679	0.033084757534432	5.12507278100968e-09	4.89315124730687e-07	-423.134547040757	76.4057123281795	3.05951841228138e-08
ENSG00000113013.12	HSPA9	-0.164619876998313	0.0281762119085526	5.1419253193189e-09	4.89315124730687e-07	-481.476621314923	87.9472142800491	4.38478384715389e-08
ENSG00000013725.14	CD6	0.436421504315288	0.0747558568213525	5.28446774318796e-09	4.96893062057516e-07	2.51345942954852	0.466152229246276	6.97055557913816e-08
ENSG00000182979.17	MTA1	0.533560014909174	0.0916489805395993	5.82248706869111e-09	5.41041495215999e-07	6.63485674691926	1.30225288281921	3.48913314132943e-07
ENSG00000145907.14	G3BP1	-0.20789502946615	0.0357931812532772	6.31367413610076e-09	5.79862040654197e-07	-440.292699069672	89.8267734433997	9.50711673684721e-07
ENSG00000108010.11	GLRX3	-0.191553588795088	0.0331387436463089	7.45446822793954e-09	6.76765767844389e-07	-177.71031595025	33.7518565272839	1.40035896808101e-07
ENSG00000168288.12	MMADHC	-0.224731300019435	0.039102435546355	9.07089364285435e-09	8.1415739203329e-07	-205.259650902713	40.9118410831245	5.2451576745392e-07
ENSG00000100380.12	ST13	-0.159233570745237	0.0278563181361209	1.08902968159473e-08	9.66475118275349e-07	-237.060889892429	43.6417018955066	5.57318980807306e-08
ENSG00000100591.7	AHSA1	-0.17768058039021	0.0311117999405192	1.12291104345992e-08	9.85470915251159e-07	-285.575952472828	53.7032600773783	1.05107292460862e-07
ENSG00000120948.15	TARDBP	-0.185579841743483	0.0325569655051634	1.19696558590285e-08	1.03891792509518e-06	-255.132759343491	46.4873706600179	4.06012020754404e-08
ENSG00000136518.16	ACTL6A	-0.292647253285271	0.0513769093851902	1.22589631754516e-08	1.05246310643774e-06	-132.95473881514	24.7996174424784	8.26888348002648e-08
ENSG00000178127.12	NDUFV2	-0.159462758235968	0.028015540869242	1.25604506108224e-08	1.06675144366434e-06	-172.35721090043	33.4588484373631	2.58660406388765e-07
ENSG00000152234.15	ATP5A1	-0.149079105948338	0.0262649018158826	1.37895401667419e-08	1.15867836618146e-06	-827.228320776809	181.67018749896	5.27701721036418e-06
ENSG00000112237.12	CCNC	-0.214948227995829	0.0379320862492227	1.45608040317786e-08	1.21060571361482e-06	-181.644407998323	33.3005179762193	4.90549923338322e-08
ENSG00000166923.10	GREM1	0.321695888822846	0.0569143891454322	1.58336214543698e-08	1.28890897658192e-06	6.51640563566759	1.32607172432226	8.92061268659334e-07
ENSG00000282046.1	GREM1	0.321695888822846	0.0569143891454322	1.58336214543698e-08	1.28890897658192e-06	6.51640563566759	1.32607172432226	8.92061268659334e-07
ENSG00000095002.12	MSH2	-0.28339848287304	0.0501540115993673	1.59921684748905e-08	1.28890897658192e-06	-149.686404176808	31.064172702167	1.44555498531064e-06
ENSG00000226179.6	LINC00685	0.521019001545234	0.0922840449789586	1.64396868957473e-08	1.31159367884618e-06	3.39020398412876	0.683717607154544	7.10447636048881e-07
ENSG00000109971.13	HSPA8	-0.159215290428071	0.0282359928557648	1.71303596543715e-08	1.35069050449537e-06	-2888.45471097153	569.992446494344	4.03007702363391e-07
ENSG00000256618.2	MTRNR2L1	0.374792051396756	0.0664871537841428	1.72978215283233e-08	1.35069050449537e-06	1276.05857774368	434.787570170388	0.00333653867267533
ENSG00000086200.16	IPO11	-0.325535592357538	0.0577639146984001	1.74427537978509e-08	1.35069050449537e-06	-83.3503528121037	15.2103068611832	4.25662411366848e-08
ENSG00000141076.17	UTP4	-0.254699732174147	0.0452433851703438	1.806842533253e-08	1.3855558882235e-06	-73.56530440966	13.5351365738123	5.47547362857102e-08
ENSG00000281884.1	Metazoa_SRP	0.346826293812211	0.0616428455726784	1.8402689250282e-08	1.38795086998967e-06	23.240658569583	4.88632459884203	1.97206782743454e-06
ENSG00000271519.1	RP11-307A17.2	0.293656160465579	0.052196908931716	1.84511068921432e-08	1.38795086998967e-06	3.69804986858468	0.730067728651119	4.07646856858912e-07
ENSG00000124762.13	CDKN1A	0.784846006793686	0.139808480833223	1.98019754218397e-08	1.47551496829207e-06	61.5673438088951	18.7528793574504	0.00102676790411762
ENSG00000102317.17	RBM3	-0.168386322989542	0.0300569945154019	2.11606360997838e-08	1.56201754854203e-06	-283.699923633905	55.9597818109019	3.98420135075472e-07
ENSG00000180198.15	RCC1	-0.232104891908342	0.0414520152212635	2.15140530161489e-08	1.57340108996673e-06	-285.362263980914	57.1848140147449	6.03244265004556e-07
ENSG00000226397.7	C12orf77	0.309664537477659	0.055324690793823	2.17814607842037e-08	1.57834330456776e-06	24.3602831087173	6.60965957847368	0.00022820218808438
ENSG00000228308.1	LINC01209	0.450960171123728	0.0808607771639266	2.44708531667938e-08	1.7571037015345e-06	6.37541044301498	1.46523577595101	1.35446529493544e-05
ENSG00000130826.15	DKC1	-0.178944892410625	0.0321002139193896	2.48141886001019e-08	1.76570467808461e-06	-261.846527354956	49.8414594687392	1.49163802055583e-07
ENSG00000171566.11	PLRG1	-0.242360325964464	0.0435150639501355	2.55364359575877e-08	1.80087358940145e-06	-129.913976691051	24.4560776488898	1.0834851540261e-07
ENSG00000167325.14	RRM1	-0.217269359431878	0.0390583194210012	2.65646122685947e-08	1.84259404538012e-06	-196.533905163029	40.7121396080675	1.38325020449588e-06
ENSG00000181163.13	NPM1	-0.124629151437571	0.022405264541111	2.65946051664897e-08	1.84259404538012e-06	-1596.21930582116	300.763367289872	1.11305849395956e-07
ENSG00000161654.9	LSM12	-0.159119429657303	0.0286232475967923	2.7117289002416e-08	1.86144298561719e-06	-190.94397648486	35.4005479421808	6.89775629798439e-08
ENSG00000236090.2	LDHAP3	-0.224933148655015	0.0404724715444253	2.73380013267158e-08	1.86144298561719e-06	-8.76269100190739	1.98985526873794	1.06428627983422e-05
ENSG00000175489.9	LRRC25	0.444374722454741	0.0799842710654836	2.76380549246971e-08	1.8657892284683e-06	1.68429736123596	0.353112750490957	1.84356650800992e-06
ENSG00000004939.13	SLC4A1	0.421002522899429	0.0758306738904224	2.82619525757775e-08	1.89173859201347e-06	3.3315376893009	0.646144741208663	2.52248795717233e-07
ENSG00000136270.13	TBRG4	-0.233278518567423	0.0420747932226212	2.95002508598499e-08	1.95658083767469e-06	-200.729808822903	39.785762140409	4.5288753323792e-07
ENSG00000168066.20	SF1	0.206973154656659	0.0373392706105911	2.97261095657605e-08	1.95658083767469e-06	105.292243518201	19.5939367843535	7.71304858073245e-08
ENSG00000135698.9	MPHOSPH6	-0.248154402842488	0.04482612509592	3.0957678200091e-08	2.02080300427506e-06	-64.3706396174662	12.3380100044244	1.81586617312292e-07
ENSG00000238755.3	RP11-23D24.2	0.37305843432874	0.0674588863367291	3.1993885130114e-08	2.07132438588322e-06	1.66839119739718	0.317627230291772	1.49909543827372e-07
ENSG00000185721.11	DRG1	-0.183359174743443	0.0331982606520429	3.32963724747246e-08	2.13812345360388e-06	-210.142611340872	40.916660538813	2.80843138359181e-07
ENSG00000274772.1	Metazoa_SRP	0.269149408316937	0.0487937195772114	3.46670869933049e-08	2.19052545845892e-06	11.3409292543384	2.3180663036088	9.96089993782993e-07
ENSG00000281455.1	Metazoa_SRP	0.269149408316937	0.0487937195772114	3.46670869933049e-08	2.19052545845892e-06	11.3409292543384	2.3180663036088	9.96089993782993e-07
ENSG00000126602.10	TRAP1	-0.236295640869844	0.0429473567843129	3.75542481277764e-08	2.35412486205864e-06	-214.578780486999	49.0796398402938	1.23083705501985e-05
ENSG00000100714.15	MTHFD1	-0.267023762586891	0.0486733899872041	4.11063059254092e-08	2.55649940968458e-06	-208.226033032442	44.1367803467723	2.38474242740532e-06
ENSG00000140307.10	GTF2A2	-0.164717428592797	0.0300643726376855	4.28160194396179e-08	2.64202721545199e-06	-248.643911150826	55.9249806059706	8.74734146255194e-06
ENSG00000172336.4	POP7	-0.168069129569147	0.0308265867117194	4.97830254000159e-08	3.02467709408473e-06	-192.283912072934	38.2110139831848	4.8498582130102e-07
ENSG00000135678.11	CPM	0.434059684638956	0.0796135415086976	4.97830387152419e-08	3.02467709408473e-06	20.356745979336	5.46014032550475	0.000192817163040785
ENSG00000237889.11	DDX39B	-0.192181323754415	0.0353368315771814	5.37142437753036e-08	3.23861361902347e-06	-52.5044443985457	10.2586002534429	3.08644521110136e-07
ENSG00000239672.7	NME1	-0.136082808006316	0.0250494032653793	5.55460222528377e-08	3.30089164642373e-06	-262.719103410781	52.7604008646618	6.37569482943654e-07
ENSG00000251259.1	AC004069.2	0.699653509911617	0.12879133012772	5.55829946897187e-08	3.30089164642373e-06	31.6741440768303	8.55660013571246	0.000214142249482647
ENSG00000065427.14	KARS	-0.154186729136774	0.0284137472215644	5.7475150758528e-08	3.38778849188723e-06	-244.793837228277	48.7143129646406	5.03194868476832e-07
ENSG00000127837.9	AAMP	-0.21015678752035	0.0387745050526163	5.96078906761832e-08	3.48747379548152e-06	-292.936299446711	58.3510210281204	5.16061787392634e-07
ENSG00000264455.1	MIR4721	-0.179683410295006	0.033187117184145	6.15454934547233e-08	3.57053027501432e-06	-5.00859417123688	0.996738073585648	5.03471090036142e-07
ENSG00000077348.8	EXOSC5	-0.245674613898725	0.0453849246571342	6.19316027409159e-08	3.57053027501432e-06	-131.103662509429	28.2334240744157	3.42452730908534e-06
ENSG00000272180.1	RP11-481J13.1	0.405939965283079	0.0750613662125421	6.36940608839895e-08	3.64553120413077e-06	1.50984189196224	0.334027679619435	6.18074757330188e-06
ENSG00000100024.14	UPB1	0.395277734389493	0.0731139913763919	6.43323225792273e-08	3.65557247298452e-06	2.47017106695321	0.488064586651227	4.1672181635602e-07
ENSG00000224424.7	PRKAR2A-AS1	0.324313461599055	0.0600219827377067	6.54460716140685e-08	3.66706664860429e-06	9.38461134013511	1.89978253124574	7.8188895119493e-07
ENSG00000130522.5	JUND	0.367449390009549	0.0680132839935256	6.5677392072042e-08	3.66706664860429e-06	27.9897406550765	7.53358237657551	0.000202939089070996
ENSG00000278920.1	RP3-412A9.17	0.251659615192816	0.0465871633855416	6.59354149004051e-08	3.66706664860429e-06	16.6671073207651	3.26753940054038	3.38197655944185e-07
ENSG00000188529.14	SRSF10	-0.166845951871241	0.0308935538536543	6.63917128295938e-08	3.66706664860429e-06	-187.338627199123	36.5869384782491	3.04938314188841e-07
ENSG00000101558.13	VAPA	-0.162797381724478	0.0301601428363737	6.74759388510798e-08	3.69297450572213e-06	-223.104066337623	49.5410108309366	6.68679915899838e-06
ENSG00000074800.13	ENO1	-0.142577583345049	0.0264183411086397	6.77958865226032e-08	3.69297450572213e-06	-2652.74440193713	553.977849114847	1.68000119272483e-06
ENSG00000132768.13	DPH2	-0.29784985769152	0.0554109264440853	7.64590681835164e-08	4.13634840986131e-06	-212.771303820362	42.7107194778029	6.30333393588774e-07
ENSG00000225564.6	LINC01492	0.310531370824067	0.0578255682156978	7.86757374006738e-08	4.22731348510363e-06	6.93760290272195	1.4967358315206	3.56669742516e-06
ENSG00000155008.13	APOOL	0.312994542413904	0.0583602132851006	8.17833113980196e-08	4.36459492546556e-06	215.823427455725	46.0071045294124	2.71754560774848e-06
ENSG00000150768.15	DLAT	-0.226085957693531	0.0421973191357239	8.42285899810098e-08	4.46492563301901e-06	-149.322566839235	30.0992743251729	7.0130389212931e-07
ENSG00000249915.7	PDCD6	-0.192493420468561	0.0359362056560668	8.4834678139619e-08	4.46707377569425e-06	-171.280605676895	34.1807616241101	5.41412530046343e-07
ENSG00000172771.11	EFCAB12	0.342580070805918	0.0640112785666967	8.70497082141791e-08	4.55335320639582e-06	5.0493537517779	1.05652097092304	1.75970262915758e-06
ENSG00000151247.12	EIF4E	-0.178951597965163	0.0334534365931767	8.83077685148356e-08	4.58876999886626e-06	-233.814514878717	45.6714760263398	3.06368345500346e-07
ENSG00000129084.17	PSMA1	-0.159966651413241	0.0299595560220228	9.32444242153906e-08	4.81362671072361e-06	-253.045313533661	50.5385991320291	5.52931782075945e-07
ENSG00000230673.3	PABPC1P3	0.423518523878063	0.0793550189224749	9.44918676048255e-08	4.84634893139633e-06	1.86767991921556	0.413380000339184	6.24057541855096e-06
ENSG00000118046.14	STK11	0.455724804807693	0.0854912227234995	9.78554441690978e-08	4.96512246958985e-06	10.2123812831211	2.19721454711321	3.35370019701111e-06
ENSG00000100316.15	RPL3	-0.107229675274414	0.0201171051998701	9.80649013858343e-08	4.96512246958985e-06	-782.174660387028	154.911563537214	4.43736118811819e-07
ENSG00000135900.3	MRPL44	-0.209111172138516	0.0392667115572351	1.00727926422042e-07	5.06747026429396e-06	-118.041387646501	23.158826862557	3.45011682523026e-07
ENSG00000090659.17	CD209	0.327836890872778	0.0616020267000319	1.02715924931927e-07	5.1240349904952e-06	1.89629202974949	0.373579429229701	3.85447839747175e-07
ENSG00000228824.6	MIR4500HG	0.517116027019327	0.0971824269310499	1.03149765122221e-07	5.1240349904952e-06	3.42304927447074	0.763880086751155	7.42473618201841e-06
ENSG00000086598.10	TMED2	-0.190325087772289	0.0357926185528207	1.05237593404542e-07	5.19507585249642e-06	-298.109919794706	62.8388481493297	2.09498924946542e-06
ENSG00000159131.16	GART	-0.250490309993731	0.0471462512960581	1.07806452521997e-07	5.28227976797935e-06	-226.045348421512	46.4914815704452	1.1615807890931e-06
ENSG00000227268.3	KLLN	0.455059680667257	0.0856639984697444	1.08341650167067e-07	5.28227976797935e-06	3.44394022666857	0.751978686083632	4.65337208449765e-06
ENSG00000132463.13	GRSF1	-0.187747692479137	0.0354118706652942	1.14648035478027e-07	5.55545943317808e-06	-181.244585336779	36.5383484062681	7.03505290967851e-07
ENSG00000258354.1	MIR3180-1	0.447826467753963	0.0844942315316929	1.157498407763e-07	5.57464892390134e-06	1.97023708075843	0.417856586394957	2.41587834614008e-06
ENSG00000103018.16	CYB5B	-0.191151518830171	0.0360935909470096	1.183693292362e-07	5.64032057505945e-06	-184.148578108278	40.2094970827753	4.65579987540692e-06
ENSG00000214391.3	TUBAP2	-0.22506364988446	0.0424990763395968	1.18541633839485e-07	5.64032057505945e-06	-2.38863982467771	0.578427900627691	3.63493391080023e-05
