ensembl_id	symbol	term	chi_sq	df	anova_p	anova_q
ENSG00000188130.13	MAPK12	is_aneuploid:lineage	35.6028632348122	5	1.14035382179223e-06	0.000286000022372395
ENSG00000196335.12	STK31	is_aneuploid:lineage	34.9796824140801	5	1.51876394178595e-06	0.000372248110036732
ENSG00000236493.2	EIF2S2P3	is_aneuploid:lineage	34.8408133413491	5	1.618817421565e-06	0.000387954019714125
ENSG00000228175.3	GEMIN8P4	is_aneuploid:lineage	34.7034165076719	5	1.7242595714137e-06	0.000404240399144353
ENSG00000214533.3	KRT18P33	is_aneuploid:lineage	34.5780053781605	5	1.82645448563019e-06	0.000419088647529365
ENSG00000161677.11	JOSD2	is_aneuploid:lineage	34.5220727964985	5	1.8739543707182e-06	0.000421029643999015
ENSG00000198833.6	UBE2J1	is_aneuploid:lineage	34.4272573611455	5	1.95729815714392e-06	0.000430780273299904
ENSG00000271826.5	PLS3-AS1	is_aneuploid:lineage	34.3124058861532	5	2.06320567582682e-06	0.000436041232367664
ENSG00000130600.15	H19	is_aneuploid:lineage	34.2980771745154	5	2.07681225321524e-06	0.000436041232367664
ENSG00000219163.2	HMGB1P20	is_aneuploid:lineage	34.2596361437644	5	2.11375844776419e-06	0.000436041232367664
ENSG00000164171.10	ITGA2	is_aneuploid:lineage	34.2247186184137	5	2.14788438188655e-06	0.000436041232367664
ENSG00000150455.13	TIRAP	is_aneuploid:lineage	34.1889948765645	5	2.1833653709713e-06	0.000436041232367664
ENSG00000197408.8	CYP2B6	is_aneuploid:lineage	34.0441473431761	5	2.33330179748575e-06	0.000457512670856809
ENSG00000074621.13	SLC24A1	is_aneuploid:lineage	33.720964215333	5	2.70576916376001e-06	0.000521071855428424
ENSG00000134138.19	MEIS2	is_aneuploid:lineage	33.4014194059386	5	3.13209037813097e-06	0.000585788952241786
ENSG00000135002.11	RFK	is_aneuploid:lineage	33.388640956079	5	3.15046217722106e-06	0.000585788952241786
ENSG00000260114.2	CTD-2574D22.4	is_aneuploid:lineage	33.0577683040758	5	3.66532535122335e-06	0.000669970097297379
ENSG00000282971.1	RP11-494M8.4	is_aneuploid:lineage	32.8170946578795	5	4.09160498270925e-06	0.00073542323812055
ENSG00000106348.16	IMPDH1	is_aneuploid:lineage	32.5012912116651	5	4.72654061903008e-06	0.000835619295376844
ENSG00000185973.10	TMLHE	is_aneuploid:lineage	32.2376412734155	5	5.33095744880476e-06	0.000912713328457254
ENSG00000170903.10	MSANTD4	is_aneuploid:lineage	32.1591526170705	5	5.52530397278978e-06	0.000912713328457254
ENSG00000101076.16	HNF4A	is_aneuploid:lineage	32.1583629291618	5	5.52729468131208e-06	0.000912713328457254
ENSG00000244491.1	RP3-508I15.18	is_aneuploid:lineage	32.149469743184	5	5.54976261200985e-06	0.000912713328457254
ENSG00000074706.13	IPCEF1	is_aneuploid:lineage	32.105906362817	5	5.66114019339459e-06	0.000912713328457254
ENSG00000272296.1	SNORD96A	is_aneuploid:lineage	32.1023199655173	5	5.67040782318743e-06	0.000912713328457254
ENSG00000167114.12	SLC27A4	is_aneuploid:lineage	32.0569535197537	5	5.7889494045968e-06	0.00091809102406075
ENSG00000137693.13	YAP1	is_aneuploid:lineage	31.9159520203134	5	6.1733331617461e-06	0.000964862716622679
ENSG00000085276.17	MECOM	is_aneuploid:lineage	31.664927719841	5	6.9214598698528e-06	0.00106633721308163
ENSG00000137819.13	PAQR5	is_aneuploid:lineage	31.6330293155894	5	7.02276062789269e-06	0.00106670521232716
ENSG00000146006.7	LRRTM2	is_aneuploid:lineage	31.5309689523519	5	7.35687848092099e-06	0.00110193502259754
ENSG00000180694.13	TMEM64	is_aneuploid:lineage	31.3870324675445	5	7.85509487189997e-06	0.00114907240689917
ENSG00000164855.15	TMEM184A	is_aneuploid:lineage	31.3787722107724	5	7.88468259947711e-06	0.00114907240689917
ENSG00000109929.9	SC5D	is_aneuploid:lineage	31.201898856337	5	8.5454845860943e-06	0.00120799155674103
ENSG00000140600.16	SH3GL3	is_aneuploid:lineage	31.1882438750013	5	8.59873045306242e-06	0.00120799155674103
ENSG00000092140.14	G2E3	is_aneuploid:lineage	31.1815347873121	5	8.62501231185151e-06	0.00120799155674103
ENSG00000278767.4	SERPINA10	is_aneuploid:lineage	31.0688522736388	5	9.07854654592296e-06	0.0012458766949734
ENSG00000140538.16	NTRK3	is_aneuploid:lineage	31.0333629472605	5	9.22623429795886e-06	0.0012458766949734
ENSG00000196810.4	CTBP1-AS2	is_aneuploid:lineage	31.0295866502434	5	9.24208905159974e-06	0.0012458766949734
ENSG00000281367.2	RP11-494M8.4	is_aneuploid:lineage	30.8608652467432	5	9.97877646931074e-06	0.00132857836410099
ENSG00000254838.5	GVINP1	is_aneuploid:lineage	30.8304919830188	5	1.01174588008379e-05	0.00133061523760209
ENSG00000242512.8	LINC01206	is_aneuploid:lineage	30.7138244238401	5	1.06681858021752e-05	0.00138614090222831
ENSG00000215788.9	TNFRSF25	is_aneuploid:lineage	30.6173956268657	5	1.11457748204036e-05	0.00143095467852956
ENSG00000129757.12	CDKN1C	is_aneuploid:lineage	30.320861174275	5	1.27515603846617e-05	0.00161785392321866
ENSG00000269437.6	NXF2B	is_aneuploid:lineage	30.2359087530144	5	1.3252542430701e-05	0.00166186465956448
ENSG00000228981.3	RP11-364L4.1	is_aneuploid:lineage	30.1500546313259	5	1.37786967306308e-05	0.00170798396490365
ENSG00000169446.5	MMGT1	is_aneuploid:lineage	29.9710579354377	5	1.49433026032168e-05	0.00179554945958059
ENSG00000248971.2	KRT8P46	is_aneuploid:lineage	29.9692100625733	5	1.49558213838612e-05	0.00179554945958059
ENSG00000230929.5	RP11-395C3.1	is_aneuploid:lineage	29.9649688008496	5	1.49845940433485e-05	0.00179554945958059
ENSG00000169515.5	CCDC8	is_aneuploid:lineage	29.9145335960785	5	1.53309875580038e-05	0.00181686910140451
ENSG00000156535.13	CD109	is_aneuploid:lineage	29.8765071129697	5	1.55974031491365e-05	0.00182835014494159
ENSG00000234289.5	H2BFS	is_aneuploid:lineage	29.689749221073	5	1.69740598624252e-05	0.00192597353003945
ENSG00000125148.6	MT2A	is_aneuploid:lineage	29.6804314569974	5	1.7045818293325e-05	0.00192597353003945
ENSG00000213638.5	ADAT3	is_aneuploid:lineage	29.6747034361817	5	1.70900806037168e-05	0.00192597353003945
ENSG00000221890.2	NPTXR	is_aneuploid:lineage	29.667671858666	5	1.71445719604173e-05	0.00192597353003945
ENSG00000259470.2	KRT8P9	is_aneuploid:lineage	29.5597440803436	5	1.80029299449937e-05	0.00200154960364792
ENSG00000121210.15	KIAA0922	is_aneuploid:lineage	29.4844359615555	5	1.86269971996614e-05	0.00201298679373309
ENSG00000257501.6	RP11-1016B18.1	is_aneuploid:lineage	29.4566466518221	5	1.88626674700552e-05	0.00201298679373309
ENSG00000152463.14	OLAH	is_aneuploid:lineage	29.4320429730291	5	1.90737905215566e-05	0.00201298679373309
ENSG00000163364.9	LINC01116	is_aneuploid:lineage	29.4085550456513	5	1.92775272685306e-05	0.00201298679373309
ENSG00000179133.11	C10orf67	is_aneuploid:lineage	29.4071553189181	5	1.92897366169332e-05	0.00201298679373309
ENSG00000230547.1	HMGB1P11	is_aneuploid:lineage	29.4038784325885	5	1.93183498277481e-05	0.00201298679373309
ENSG00000273007.1	RP11-170N16.3	is_aneuploid:lineage	29.3931406373622	5	1.94124059525044e-05	0.00201298679373309
ENSG00000198838.12	RYR3	is_aneuploid:lineage	29.3689606522851	5	1.96258744791126e-05	0.00201574048344918
ENSG00000100583.4	SAMD15	is_aneuploid:lineage	29.3028379078495	5	2.02215983516675e-05	0.00205733263402473
ENSG00000088387.17	DOCK9	is_aneuploid:lineage	29.2106116890352	5	2.10825830378435e-05	0.00210390091488341
ENSG00000105894.11	PTN	is_aneuploid:lineage	29.1775339252882	5	2.14001670053433e-05	0.00210390091488341
ENSG00000159337.6	PLA2G4D	is_aneuploid:lineage	29.1618752752989	5	2.15521591650205e-05	0.00210390091488341
ENSG00000240036.4	RP11-587D21.1	is_aneuploid:lineage	29.1556278546743	5	2.16130989104326e-05	0.00210390091488341
ENSG00000203326.10	ZNF525	is_aneuploid:lineage	29.1513669669147	5	2.16547593106475e-05	0.00210390091488341
ENSG00000219073.7	CELA3B	is_aneuploid:lineage	29.1277644934275	5	2.18869777230414e-05	0.00210747617435655
ENSG00000171345.13	KRT19	is_aneuploid:lineage	29.086161635839	5	2.23023302309736e-05	0.00212846591060568
ENSG00000156463.17	SH3RF2	is_aneuploid:lineage	28.9596769527217	5	2.36137725962876e-05	0.00222656363027545
ENSG00000259764.1	PCSK6-AS1	is_aneuploid:lineage	28.9475803670386	5	2.37431344009058e-05	0.00222656363027545
ENSG00000158869.10	FCER1G	is_aneuploid:lineage	28.8680117980169	5	2.46117496923972e-05	0.00228812317909869
ENSG00000150403.17	TMCO3	is_aneuploid:lineage	28.7960748617069	5	2.54241570448489e-05	0.0023434495101646
ENSG00000263266.2	RPS7P1	is_aneuploid:lineage	28.7222268734964	5	2.62858269375874e-05	0.002391599073964
ENSG00000175182.13	FAM131A	is_aneuploid:lineage	28.7117876517562	5	2.64099484895004e-05	0.002391599073964
ENSG00000115758.12	ODC1	is_aneuploid:lineage	28.6784761862111	5	2.68099210085303e-05	0.002391599073964
ENSG00000133106.14	EPSTI1	is_aneuploid:lineage	28.6625078941155	5	2.70037785371736e-05	0.002391599073964
ENSG00000105971.14	CAV2	is_aneuploid:lineage	28.6582782720333	5	2.70553593725424e-05	0.002391599073964
ENSG00000151322.18	NPAS3	is_aneuploid:lineage	28.5780401550043	5	2.80526021372222e-05	0.00245959125988472
ENSG00000178105.9	DDX10	is_aneuploid:lineage	28.4608636993948	5	2.95747957887577e-05	0.00257214216997294
ENSG00000114279.13	FGF12	is_aneuploid:lineage	28.3358217691784	5	3.12896146541023e-05	0.00269951100273349
ENSG00000183309.11	ZNF623	is_aneuploid:lineage	28.2989019568889	5	3.18145373669536e-05	0.00272301458469307
ENSG00000272106.1	RP11-345P4.9	is_aneuploid:lineage	28.2095426245089	5	3.31214782252044e-05	0.0027995129850195
ENSG00000174989.12	FBXW8	is_aneuploid:lineage	28.2024482647797	5	3.32274915012677e-05	0.0027995129850195
ENSG00000120533.12	ENY2	is_aneuploid:lineage	28.0537016893362	5	3.55294158577382e-05	0.00295458848257334
ENSG00000064195.7	DLX3	is_aneuploid:lineage	28.0482935088534	5	3.56160254161066e-05	0.00295458848257334
ENSG00000147813.15	NAPRT	is_aneuploid:lineage	27.9310121459978	5	3.75466032695611e-05	0.00309096621682952
ENSG00000266904.5	CTC-559E9.1	is_aneuploid:lineage	27.8630829066627	5	3.87118891670619e-05	0.00315076778172457
ENSG00000241360.1	PDXP	is_aneuploid:lineage	27.8547463674298	5	3.88573461907762e-05	0.00315076778172457
ENSG00000157765.11	SLC34A2	is_aneuploid:lineage	27.7973103325694	5	3.98743359441991e-05	0.00320910232689358
ENSG00000226476.3	RP11-776H12.1	is_aneuploid:lineage	27.7299223687805	5	4.11012346012451e-05	0.00328334107074101
ENSG00000135365.15	PHF21A	is_aneuploid:lineage	27.6975092238936	5	4.17046257578744e-05	0.00330704588121927
ENSG00000127445.13	PIN1	is_aneuploid:lineage	27.5491843764555	5	4.45797851034504e-05	0.00350923380038273
ENSG00000225783.6	MIAT	is_aneuploid:lineage	27.4563236443545	5	4.64789763197356e-05	0.0036322218631901
ENSG00000221968.8	FADS3	is_aneuploid:lineage	27.3213425916035	5	4.93835143570523e-05	0.00383144056616348
ENSG00000198157.10	HMGN5	is_aneuploid:lineage	27.2877299949223	5	5.01343456601948e-05	0.00386191059662245
ENSG00000183166.10	CALN1	is_aneuploid:lineage	27.2659509161284	5	5.06268731193846e-05	0.0038721920805531
ENSG00000137642.12	SORL1	is_aneuploid:lineage	27.2241503947014	5	5.15856566297649e-05	0.00391773917152585
ENSG00000171316.11	CHD7	is_aneuploid:lineage	27.1948554698916	5	5.22683043803025e-05	0.00394182440785723
ENSG00000105048.16	TNNT1	is_aneuploid:lineage	26.9960037450966	5	5.71447619198797e-05	0.00427965574535565
ENSG00000226891.7	LINC01359	is_aneuploid:lineage	26.8584532663777	5	6.07791550026545e-05	0.00452044881345646
ENSG00000144868.13	TMEM108	is_aneuploid:lineage	26.7086453453347	5	6.499836509175e-05	0.00475382518432052
ENSG00000183160.8	TMEM119	is_aneuploid:lineage	26.7005817063704	5	6.52335266953622e-05	0.00475382518432052
ENSG00000104884.14	ERCC2	is_aneuploid:lineage	26.7003803521277	5	6.52394096085143e-05	0.00475382518432052
ENSG00000129596.4	CDO1	is_aneuploid:lineage	26.6342206248488	5	6.7201124118462e-05	0.00486390596152384
ENSG00000177485.6	ZBTB33	is_aneuploid:lineage	26.5644621833195	5	6.93328700897786e-05	0.00495384666526395
ENSG00000176058.11	TPRN	is_aneuploid:lineage	26.5353980374703	5	7.02406913553077e-05	0.00495384666526395
ENSG00000159917.14	ZNF235	is_aneuploid:lineage	26.5138336462968	5	7.09218592273359e-05	0.00495384666526395
ENSG00000245205.3	EEF1A1P4	is_aneuploid:lineage	26.5133290435689	5	7.09378765513422e-05	0.00495384666526395
ENSG00000004897.11	CDC27	is_aneuploid:lineage	26.5071492430816	5	7.11343295132292e-05	0.00495384666526395
ENSG00000173801.16	JUP	is_aneuploid:lineage	26.5050904958787	5	7.11998957543728e-05	0.00495384666526395
ENSG00000197498.12	RPF2	is_aneuploid:lineage	26.4803050212174	5	7.19939702853807e-05	0.00497466639200133
ENSG00000102034.16	ELF4	is_aneuploid:lineage	26.4670663021422	5	7.24216997881136e-05	0.00497466639200133
ENSG00000171408.13	PDE7B	is_aneuploid:lineage	26.4016958055558	5	7.45709472829326e-05	0.00508987917841642
ENSG00000143632.14	ACTA1	is_aneuploid:lineage	26.1746410915532	5	8.25387315872047e-05	0.00559829225208474
ENSG00000164466.12	SFXN1	is_aneuploid:lineage	26.1556236667556	5	8.32431649005727e-05	0.00561078337302427
ENSG00000261211.1	RP1-80N2.3	is_aneuploid:lineage	26.1325405598952	5	8.41062025486499e-05	0.00562346155610408
ENSG00000103021.9	CCDC113	is_aneuploid:lineage	26.1135359598227	5	8.48233998687872e-05	0.00562346155610408
ENSG00000249850.1	KRT18P31	is_aneuploid:lineage	26.1089966743026	5	8.49955981637295e-05	0.00562346155610408
ENSG00000164684.13	ZNF704	is_aneuploid:lineage	26.0732471506234	5	8.63639177478441e-05	0.00567915062450158
ENSG00000203711.11	C6orf99	is_aneuploid:lineage	26.042874725585	5	8.7543555373974e-05	0.00572183245199372
ENSG00000103966.9	EHD4	is_aneuploid:lineage	26.0177254367563	5	8.85323990774554e-05	0.00574827996474489
ENSG00000138386.16	NAB1	is_aneuploid:lineage	26.0055714369529	5	8.90142388841614e-05	0.00574827996474489
ENSG00000164306.10	PRIMPOL	is_aneuploid:lineage	25.9866284418957	5	8.97704092133877e-05	0.00576260462494965
ENSG00000140465.13	CYP1A1	is_aneuploid:lineage	25.9401891329608	5	9.16512069241585e-05	0.0058485254499122
ENSG00000186184.15	POLR1D	is_aneuploid:lineage	25.926518602807	5	9.22122634395574e-05	0.00584971437511324
ENSG00000256222.2	MTRNR2L3	is_aneuploid:lineage	25.8720795512179	5	9.44804585068136e-05	0.00595855266317549
ENSG00000218227.3	RP11-889L3.1	is_aneuploid:lineage	25.8513903589469	5	9.53568858847973e-05	0.00597313659448886
ENSG00000172785.18	CBWD1	is_aneuploid:lineage	25.838771210147	5	9.58954014806597e-05	0.00597313659448886
ENSG00000225885.6	AC023590.1	is_aneuploid:lineage	25.8157888044257	5	9.68839125913049e-05	0.00597313659448886
ENSG00000261716.1	RP11-196G18.22	is_aneuploid:lineage	25.8147880815702	5	9.69271838418413e-05	0.00597313659448886
ENSG00000083857.13	FAT1	is_aneuploid:lineage	25.7627568770307	5	9.92035774567283e-05	0.00607868398786923
ENSG00000175985.9	PLEKHD1	is_aneuploid:lineage	25.7022980334314	5	0.000101915253036723	0.00620955990262558
ENSG00000174514.12	MFSD4	is_aneuploid:lineage	25.660074203002	5	0.000103852462425134	0.00629204321000768
ENSG00000109736.14	MFSD10	is_aneuploid:lineage	25.6303284065008	5	0.000105239032937049	0.0063404300836178
ENSG00000187288.10	CIDEC	is_aneuploid:lineage	25.6124155896972	5	0.000106082847755804	0.00635576110396045
ENSG00000137766.16	UNC13C	is_aneuploid:lineage	25.5963024811024	5	0.000106847605690385	0.00636621233995205
ENSG00000175984.14	DENND2C	is_aneuploid:lineage	25.5747219243981	5	0.000107880416721061	0.00639243215890588
ENSG00000282269.1	PRR4	is_aneuploid:lineage	25.5088491909637	5	0.000111094508130238	0.00652781413687934
ENSG00000260934.1	CTA-363E6.7	is_aneuploid:lineage	25.5031748979292	5	0.000111375765804194	0.00652781413687934
ENSG00000138336.8	TET1	is_aneuploid:lineage	25.4762200739174	5	0.000112721494087927	0.00657097641594218
ENSG00000107372.12	ZFAND5	is_aneuploid:lineage	25.4451784093606	5	0.000114291213618373	0.0066266617089531
ENSG00000140848.16	CPNE2	is_aneuploid:lineage	25.3696423363012	5	0.000118201914431231	0.00681675686688898
ENSG00000173705.8	SUSD5	is_aneuploid:lineage	25.304331216892	5	0.000121689833750164	0.00698057743098281
ENSG00000196092.12	PAX5	is_aneuploid:lineage	25.2514745072914	5	0.000124587066134751	0.00708336811426931
ENSG00000016391.10	CHDH	is_aneuploid:lineage	25.2477210530645	5	0.000124795381443828	0.00708336811426931
ENSG00000189057.10	FAM111B	is_aneuploid:lineage	25.1927009159845	5	0.00012788884370442	0.00719031055507752
ENSG00000273707.4	CDKN1C	is_aneuploid:lineage	25.1887459929999	5	0.000128114107688407	0.00719031055507752
ENSG00000110719.9	TCIRG1	is_aneuploid:lineage	25.1788461496095	5	0.000128679705125232	0.00719031055507752
ENSG00000149243.15	KLHL35	is_aneuploid:lineage	25.1063865520659	5	0.000132895396965543	0.00738759551738928
ENSG00000174136.11	RGMB	is_aneuploid:lineage	25.0802065050866	5	0.000134451929050225	0.0074357936049
ENSG00000180712.3	RP11-290F5.2	is_aneuploid:lineage	25.0297374622867	5	0.000137503655075422	0.00756576890149938
ENSG00000156858.11	PRR14	is_aneuploid:lineage	24.9925248888871	5	0.000139797611586388	0.00765294206774378
ENSG00000123609.10	NMI	is_aneuploid:lineage	24.9522068155549	5	0.000142325764813465	0.00772526251423055
ENSG00000198887.8	SMC5	is_aneuploid:lineage	24.9486433198262	5	0.000142551378819441	0.00772526251423055
ENSG00000271976.1	RP11-884K10.7	is_aneuploid:lineage	24.9302477778999	5	0.000143721688956556	0.00774974150685964
ENSG00000166750.9	SLFN5	is_aneuploid:lineage	24.9164402438855	5	0.000144606355641137	0.00775865112873574
ENSG00000146242.8	TPBG	is_aneuploid:lineage	24.8564709862848	5	0.000148511609831098	0.00792873561735624
ENSG00000135314.12	KHDC1	is_aneuploid:lineage	24.8407522201715	5	0.000149552377654527	0.00794496858678033
ENSG00000187720.14	THSD4	is_aneuploid:lineage	24.8115192074934	5	0.000151507176844895	0.00795883295915357
ENSG00000115107.19	STEAP3	is_aneuploid:lineage	24.8073195356147	5	0.000151790076336228	0.00795883295915357
ENSG00000237523.1	LINC00857	is_aneuploid:lineage	24.8038032318558	5	0.000152027344579195	0.00795883295915357
ENSG00000107290.13	SETX	is_aneuploid:lineage	24.772941638948	5	0.000154125587531633	0.00802969963392115
ENSG00000179195.15	ZNF664	is_aneuploid:lineage	24.7432391490861	5	0.000156172076495483	0.008097201560292
ENSG00000214796.8	RP11-480I12.5	is_aneuploid:lineage	24.708066406938	5	0.000158630256451309	0.00814759868426811
ENSG00000105371.8	ICAM4	is_aneuploid:lineage	24.7018057173066	5	0.000159071804549295	0.00814759868426811
ENSG00000186103.3	ARGFX	is_aneuploid:lineage	24.6970136619151	5	0.000159410595587105	0.00814759868426811
ENSG00000181544.13	FANCB	is_aneuploid:lineage	24.666116693961	5	0.000161612169285774	0.00822115997323565
ENSG00000105223.19	PLD3	is_aneuploid:lineage	24.6461009221184	5	0.000163054428558815	0.00825558580414961
ENSG00000168386.18	FILIP1L	is_aneuploid:lineage	24.6340301642129	5	0.000163930348454834	0.00826114964092265
ENSG00000164756.12	SLC30A8	is_aneuploid:lineage	24.6090579065453	5	0.000165757276057285	0.00828096688977108
ENSG00000160445.10	ZER1	is_aneuploid:lineage	24.6076710137889	5	0.000165859327083462	0.00828096688977108
ENSG00000105877.17	DNAH11	is_aneuploid:lineage	24.5811386374846	5	0.000167823658253171	0.00832789130184555
ENSG00000118960.12	HS1BP3	is_aneuploid:lineage	24.5741670022017	5	0.000168343612041045	0.00832789130184555
ENSG00000180730.4	SHISA2	is_aneuploid:lineage	24.560631985742	5	0.000169357626142009	0.0083397982195921
ENSG00000085449.14	WDFY1	is_aneuploid:lineage	24.5315250029652	5	0.000171558772252901	0.0084097899580454
ENSG00000140853.15	NLRC5	is_aneuploid:lineage	24.51208560835	5	0.00017304456810462	0.00842741036058753
ENSG00000175318.11	GRAMD2	is_aneuploid:lineage	24.5064053702668	5	0.000173481119457275	0.00842741036058753
ENSG00000083844.10	ZNF264	is_aneuploid:lineage	24.4882579023031	5	0.000174883145816347	0.00845742186214066
ENSG00000249532.3	RP11-148B6.1	is_aneuploid:lineage	24.4542433121448	5	0.000177541285049616	0.00854764035814802
ENSG00000164292.12	RHOBTB3	is_aneuploid:lineage	24.3941042278254	5	0.000182339126828191	0.00873961402463445
ENSG00000163389.10	POGLUT1	is_aneuploid:lineage	24.3645446373481	5	0.000184744152339609	0.00881570729081237
ENSG00000269235.1	ZNF350-AS1	is_aneuploid:lineage	24.3491316313669	5	0.000186010602604726	0.00883703841305702
ENSG00000226210.3	WASH7P	is_aneuploid:lineage	24.3008782530144	5	0.000190031252159349	0.00898845572038849
ENSG00000005844.17	ITGAL	is_aneuploid:lineage	24.2769757477538	5	0.000192054612361302	0.00904449159551264
ENSG00000258659.6	TRIM34	is_aneuploid:lineage	24.2600210297285	5	0.000193502741388027	0.00904625655551019
ENSG00000260588.1	RP11-930P14.2	is_aneuploid:lineage	24.2569085903635	5	0.000193769750455722	0.00904625655551019
ENSG00000184292.6	TACSTD2	is_aneuploid:lineage	24.2421161264077	5	0.000195043751817689	0.0090568477862633
ENSG00000282096.1	AC026150.5	is_aneuploid:lineage	24.2348077751487	5	0.000195676237729805	0.0090568477862633
ENSG00000172270.18	BSG	is_aneuploid:lineage	24.1878229446118	5	0.00019979115668032	0.00915697743077279
ENSG00000120885.19	CLU	is_aneuploid:lineage	24.185449160398	5	0.000200001307934151	0.00915697743077279
