cell	contig	allelic_ratio	min_count_sum	total_reads
E3.1.445	chr8	0.159471365638767	181	1135
E3.1.445	chr9	0.206214689265537	73	354
E3.1.445	chrX	0.252525252525253	25	99
E3.1.447	chr1	0.0984615384615385	224	2275
E3.1.447	chr10	0.128016789087093	122	953
E3.1.447	chr11	0.248927038626609	464	1864
E3.1.447	chr12	0.254968767745599	449	1761
E3.1.447	chr13	0.279749478079332	134	479
E3.1.447	chr14	0.164588528678304	132	802
E3.1.447	chr15	0.126805778491172	79	623
E3.1.447	chr16	0.274742268041237	533	1940
E3.1.447	chr17	0.146050670640835	196	1342
E3.1.447	chr18	0.230952380952381	97	420
E3.1.447	chr19	0.166726683471372	463	2777
E3.1.447	chr2	0.154173764906303	181	1174
E3.1.447	chr20	0.112244897959184	55	490
E3.1.447	chr21	0.223021582733813	31	139
E3.1.447	chr22	0.0886214442013129	81	914
E3.1.447	chr3	0.219305019305019	284	1295
E3.1.447	chr4	0.223880597014925	225	1005
E3.1.447	chr5	0.260020554984584	253	973
E3.1.447	chr6	0.193866374589266	354	1826
E3.1.447	chr7	0.148099606815203	226	1526
E3.1.447	chr8	0.1375	143	1040
E3.1.447	chr9	0.157251908396947	103	655
E3.1.447	chrX	0.237037037037037	32	135
E3.1.448	chr1	0.106060606060606	105	990
E3.1.448	chr10	0.101123595505618	45	445
E3.1.448	chr11	0.186619718309859	106	568
E3.1.448	chr12	0.0811258278145695	49	604
E3.1.448	chr13	0.246031746031746	62	252
E3.1.448	chr14	0.0720887245841035	39	541
E3.1.448	chr15	0.231316725978648	130	562
E3.1.448	chr16	0.117820324005891	80	679
E3.1.448	chr17	0.06	48	800
E3.1.448	chr18	0.231958762886598	45	194
E3.1.448	chr19	0.109080525414049	191	1751
E3.1.448	chr2	0.0828182941903585	67	809
E3.1.448	chr20	0.207729468599034	43	207
E3.1.448	chr21	0.17910447761194	24	134
E3.1.448	chr22	0.269461077844311	135	501
E3.1.448	chr3	0.0682302771855011	32	469
E3.1.448	chr4	0.0946291560102302	37	391
E3.1.448	chr5	0.29344262295082	358	1220
E3.1.448	chr6	0.218380345768881	240	1099
E3.1.448	chr7	0.219889502762431	199	905
E3.1.448	chr8	0.218844984802432	144	658
E3.1.448	chr9	0.237691001697793	140	589
E3.1.448	chrX	0.30952380952381	13	42
E3.2.449	chr1	0.236866791744841	505	2132
E3.2.449	chr10	0.215175537938845	190	883
E3.2.449	chr11	0.217327459618209	296	1362
E3.2.449	chr12	0.241118229470006	414	1717
E3.2.449	chr13	0.174442190669371	86	493
E3.2.449	chr14	0.248427672955975	237	954
E3.2.449	chr15	0.247246022031824	202	817
E3.2.449	chr16	0.236728837876614	330	1394
E3.2.449	chr17	0.232183908045977	303	1305
E3.2.449	chr18	0.229985443959243	158	687
E3.2.449	chr19	0.297779540047581	751	2522
E3.2.449	chr2	0.231904103273398	503	2169
E3.2.449	chr20	0.209433962264151	111	530
E3.2.449	chr21	0.234875444839858	66	281
E3.2.449	chr22	0.194154488517745	93	479
E3.2.449	chr3	0.233333333333333	315	1350
E3.2.449	chr4	0.205571565802113	214	1041
E3.2.449	chr5	0.254385964912281	377	1482
E3.2.449	chr6	0.286208601087494	579	2023
E3.2.449	chr7	0.255328798185941	563	2205
E3.2.449	chr8	0.229602888086643	318	1385
E3.2.449	chr9	0.215635738831615	251	1164
E3.2.449	chrX	0.285714285714286	32	112
E3.2.450	chr1	0.236313868613139	518	2192
E3.2.450	chr10	0.185514612452351	146	787
E3.2.450	chr11	0.22623434045689	307	1357
E3.2.450	chr12	0.240524781341108	495	2058
E3.2.450	chr13	0.189189189189189	105	555
E3.2.450	chr14	0.235447437011295	271	1151
E3.2.450	chr15	0.224076281287247	188	839
E3.2.450	chr16	0.204855842185129	270	1318
E3.2.450	chr17	0.248150638870208	369	1487
E3.2.450	chr18	0.2512	157	625
E3.2.450	chr19	0.270710059171598	732	2704
E3.2.450	chr2	0.235428051001822	517	2196
E3.2.450	chr20	0.209621993127148	122	582
E3.2.450	chr21	0.218340611353712	50	229
E3.2.450	chr22	0.245901639344262	165	671
E3.2.450	chr3	0.224615384615385	365	1625
E3.2.450	chr4	0.189542483660131	203	1071
E3.2.450	chr5	0.237427864798021	288	1213
E3.2.450	chr6	0.284516765285996	577	2028
E3.2.450	chr7	0.228029602220167	493	2162
E3.2.450	chr8	0.252463987869598	333	1319
E3.2.450	chr9	0.246762099522836	362	1467
E3.2.450	chrX	0.248	31	125
E3.2.452	chr1	0.15333579063767	416	2713
E3.2.452	chr10	0.171428571428571	258	1505
E3.2.452	chr11	0.169224024550636	386	2281
E3.2.452	chr12	0.110423116615067	214	1938
E3.2.452	chr13	0.0872689938398357	85	974
E3.2.452	chr14	0.138405132905591	151	1091
E3.2.452	chr15	0.145717463848721	131	899
E3.2.452	chr16	0.225596529284165	624	2766
E3.2.452	chr17	0.130647795318454	240	1837
E3.2.452	chr18	0.202205882352941	110	544
E3.2.452	chr19	0.249102333931777	555	2228
E3.2.452	chr2	0.217151092961806	904	4163
E3.2.452	chr20	0.161687170474517	92	569
E3.2.452	chr21	0.164285714285714	46	280
E3.2.452	chr22	0.158252427184466	163	1030
E3.2.452	chr3	0.151515151515152	255	1683
E3.2.452	chr4	0.131901840490798	215	1630
E3.2.452	chr5	0.207892204042348	432	2078
E3.2.452	chr6	0.160443622920518	434	2705
E3.2.452	chr7	0.206022187004754	650	3155
E3.2.452	chr8	0.222108495394063	434	1954
E3.2.452	chr9	0.127068166776969	192	1511
E3.2.452	chrX	0.268595041322314	65	242
E3.2.453	chr1	0.219289340101523	864	3940
E3.2.453	chr10	0.237383177570093	508	2140
E3.2.453	chr11	0.251426940639269	881	3504
E3.2.453	chr12	0.252802813805232	1150	4549
E3.2.453	chr13	0.21218487394958	303	1428
E3.2.453	chr14	0.249558147755391	706	2829
E3.2.453	chr15	0.222066386161758	475	2139
E3.2.453	chr16	0.229613047649504	718	3127
E3.2.453	chr17	0.243126863199735	734	3019
E3.2.453	chr18	0.275985663082437	539	1953
E3.2.453	chr19	0.279817424092082	1410	5039
E3.2.453	chr2	0.221945701357466	981	4420
E3.2.453	chr20	0.247695144437615	403	1627
E3.2.453	chr21	0.235220125786164	187	795
E3.2.453	chr22	0.220578345662408	328	1487
E3.2.453	chr3	0.243541568811649	1037	4258
E3.2.453	chr4	0.250636942675159	787	3140
E3.2.453	chr5	0.270012239902081	1103	4085
E3.2.453	chr6	0.29	1421	4900
E3.2.453	chr7	0.255757348811084	1366	5341
E3.2.453	chr8	0.25193199381762	815	3235
E3.2.453	chr9	0.240943835161183	725	3009
E3.2.453	chrX	0.347305389221557	58	167
E3.2.454	chr1	0.218782249742002	636	2907
E3.2.454	chr10	0.188863807373965	251	1329
E3.2.454	chr11	0.204250295159386	346	1694
E3.2.454	chr12	0.238490253007051	575	2411
E3.2.454	chr13	0.23643949930459	170	719
E3.2.454	chr14	0.220082530949106	320	1454
E3.2.454	chr15	0.220211161387632	292	1326
E3.2.454	chr16	0.175033921302578	258	1474
E3.2.454	chr17	0.159430604982206	224	1405
E3.2.454	chr18	0.214444444444444	193	900
E3.2.454	chr19	0.267835550181379	886	3308
E3.2.454	chr2	0.190980392156863	487	2550
E3.2.454	chr20	0.220376522702104	199	903
E3.2.454	chr21	0.233183856502242	104	446
E3.2.454	chr22	0.11046511627907	76	688
E3.2.454	chr3	0.206451612903226	384	1860
E3.2.454	chr4	0.169072164948454	246	1455
E3.2.454	chr5	0.228988424760946	455	1987
E3.2.454	chr6	0.220865139949109	434	1965
E3.2.454	chr7	0.216595247370471	556	2567
E3.2.454	chr8	0.219473684210526	417	1900
E3.2.454	chr9	0.180026281208936	274	1522
E3.2.454	chrX	0.191919191919192	19	99
E3.2.455	chr1	0.169029747011398	608	3597
E3.2.455	chr10	0.193287756370416	311	1609
E3.2.455	chr11	0.2259774685222	682	3018
E3.2.455	chr12	0.237543765149475	882	3713
E3.2.455	chr13	0.161710037174721	174	1076
E3.2.455	chr14	0.218974820143885	487	2224
E3.2.455	chr15	0.207942636514065	377	1813
E3.2.455	chr16	0.184602982668279	458	2481
E3.2.455	chr17	0.220627125047223	584	2647
E3.2.455	chr18	0.278024065864471	439	1579
E3.2.455	chr19	0.266557453779546	1139	4273
E3.2.455	chr2	0.187656380316931	675	3597
E3.2.455	chr20	0.228611500701262	326	1426
E3.2.455	chr21	0.210601719197708	147	698
E3.2.455	chr22	0.195804195804196	252	1287
E3.2.455	chr3	0.205966359885751	649	3151
E3.2.455	chr4	0.19581589958159	468	2390
E3.2.455	chr5	0.242289348171701	762	3145
E3.2.455	chr6	0.267419962335217	1136	4248
E3.2.455	chr7	0.231756596149275	975	4207
E3.2.455	chr8	0.206461195692536	556	2693
E3.2.455	chr9	0.207706422018349	566	2725
E3.2.455	chrX	0.204081632653061	40	196
E3.2.466	chr1	0.1815834767642	422	2324
E3.2.466	chr10	0.156060606060606	206	1320
E3.2.466	chr11	0.138292011019284	251	1815
E3.2.466	chr12	0.137952956134774	217	1573
E3.2.466	chr13	0.169230769230769	121	715
E3.2.466	chr14	0.187704918032787	229	1220
E3.2.466	chr15	0.139794168096055	163	1166
E3.2.466	chr16	0.186186186186186	434	2331
E3.2.466	chr17	0.125508425334108	216	1721
E3.2.466	chr18	0.138545953360768	101	729
E3.2.466	chr19	0.238586740770147	601	2519
E3.2.466	chr2	0.190834228428213	533	2793
E3.2.466	chr20	0.150627615062762	108	717
E3.2.466	chr21	0.175046554934823	94	537
E3.2.466	chr22	0.155191256830601	142	915
E3.2.466	chr3	0.130249110320285	183	1405
E3.2.466	chr4	0.194758478931141	379	1946
E3.2.466	chr5	0.163186012627489	336	2059
E3.2.466	chr6	0.209734513274336	474	2260
E3.2.466	chr7	0.193137601697913	546	2827
E3.2.466	chr8	0.176580796252927	377	2135
E3.2.466	chr9	0.134377576257214	163	1213
E3.2.466	chrX	0.169642857142857	19	112
E3.2.467	chr1	0.20979020979021	810	3861
E3.2.467	chr10	0.215555555555556	485	2250
E3.2.467	chr11	0.19972733469666	586	2934
E3.2.467	chr12	0.201972386587771	512	2535
E3.2.467	chr13	0.222999222999223	287	1287
E3.2.467	chr14	0.193050193050193	350	1813
E3.2.467	chr15	0.176732673267327	357	2020
E3.2.467	chr16	0.199170124481328	672	3374
E3.2.467	chr17	0.199252336448598	533	2675
E3.2.467	chr18	0.211016291698991	272	1289
E3.2.467	chr19	0.262761506276151	942	3585
E3.2.467	chr2	0.206170772542454	862	4181
E3.2.467	chr20	0.166787003610108	231	1385
E3.2.467	chr21	0.211928934010152	167	788
E3.2.467	chr22	0.22747893713545	351	1543
E3.2.467	chr3	0.163747143945164	430	2626
E3.2.467	chr4	0.249503639973527	754	3022
E3.2.467	chr5	0.203803486529319	643	3155
E3.2.467	chr6	0.249922576649117	807	3229
E3.2.467	chr7	0.240944145828465	1031	4279
E3.2.467	chr8	0.237623762376238	792	3333
E3.2.467	chr9	0.180218735140276	379	2103
E3.2.467	chrX	0.301470588235294	82	272
E3.3.456	chr1	0.19656236227413	446	2269
E3.3.456	chr10	0.213882163034705	265	1239
E3.3.456	chr11	0.211662075298439	461	2178
E3.3.456	chr12	0.179640718562874	300	1670
E3.3.456	chr13	0.229357798165138	150	654
E3.3.456	chr14	0.171404682274247	205	1196
E3.3.456	chr15	0.218480814408771	279	1277
E3.3.456	chr16	0.192431561996779	478	2484
E3.3.456	chr17	0.140394088669951	228	1624
E3.3.456	chr18	0.197969543147208	117	591
E3.3.456	chr19	0.247266313932981	701	2835
E3.3.456	chr2	0.194793926247289	449	2305
E3.3.456	chr20	0.1940818102698	223	1149
E3.3.456	chr21	0.246781115879828	115	466
E3.3.456	chr22	0.213188798554652	236	1107
E3.3.456	chr3	0.153231663035585	211	1377
E3.3.456	chr4	0.236762020693853	389	1643
E3.3.456	chr5	0.195348837209302	420	2150
E3.3.456	chr6	0.24755859375	507	2048
E3.3.456	chr7	0.240304458137006	663	2759
E3.3.456	chr8	0.234888653234358	443	1886
E3.3.456	chr9	0.175052410901468	167	954
E3.3.456	chrX	0.185185185185185	15	81
E3.3.457	chr1	0.226032735775526	580	2566
E3.3.457	chr10	0.208488458674609	280	1343
E3.3.457	chr11	0.228818443804035	397	1735
E3.3.457	chr12	0.195574162679426	327	1672
E3.3.457	chr13	0.183364839319471	97	529
E3.3.457	chr14	0.211864406779661	250	1180
E3.3.457	chr15	0.201550387596899	208	1032
E3.3.457	chr16	0.237577639751553	459	1932
E3.3.457	chr17	0.16255899318301	310	1907
E3.3.457	chr18	0.208067940552017	98	471
E3.3.457	chr19	0.217341040462428	752	3460
E3.3.457	chr2	0.167670682730924	334	1992
E3.3.457	chr20	0.168571428571429	118	700
E3.3.457	chr21	0.157205240174673	36	229
E3.3.457	chr22	0.232723577235772	229	984
E3.3.457	chr3	0.189951823812801	276	1453
E3.3.457	chr4	0.224905660377358	298	1325
E3.3.457	chr5	0.211927582534611	398	1878
E3.3.457	chr6	0.271942446043165	567	2085
E3.3.457	chr7	0.193363844393593	338	1748
E3.3.457	chr8	0.150624540778839	205	1361
E3.3.457	chr9	0.182525951557093	211	1156
E3.3.457	chrX	0.245098039215686	25	102
E3.3.458	chr1	0.217038539553753	535	2465
E3.3.458	chr10	0.203671328671329	233	1144
E3.3.458	chr11	0.229779411764706	375	1632
E3.3.458	chr12	0.25906432748538	443	1710
E3.3.458	chr13	0.215277777777778	93	432
E3.3.458	chr14	0.216091954022989	188	870
E3.3.458	chr15	0.214606741573034	191	890
E3.3.458	chr16	0.217315514235909	374	1721
E3.3.458	chr17	0.216481360366252	331	1529
E3.3.458	chr18	0.22265625	114	512
E3.3.458	chr19	0.251810401579987	765	3038
E3.3.458	chr2	0.203619909502262	315	1547
E3.3.458	chr20	0.222222222222222	132	594
E3.3.458	chr21	0.205882352941176	49	238
E3.3.458	chr22	0.246561886051081	251	1018
E3.3.458	chr3	0.199640287769784	222	1112
E3.3.458	chr4	0.196777905638665	171	869
E3.3.458	chr5	0.251455180442375	432	1718
E3.3.458	chr6	0.305168986083499	614	2012
E3.3.458	chr7	0.224570673712021	340	1514
E3.3.458	chr8	0.21353482260184	325	1522
E3.3.458	chr9	0.186323092170466	188	1009
E3.3.458	chrX	0.152941176470588	13	85
E3.3.459	chr1	0.218923933209648	472	2156
E3.3.459	chr10	0.19910514541387	178	894
E3.3.459	chr11	0.229137199434229	324	1414
E3.3.459	chr12	0.239852398523985	390	1626
E3.3.459	chr13	0.220551378446115	88	399
E3.3.459	chr14	0.232739420935412	209	898
E3.3.459	chr15	0.245179063360882	178	726
E3.3.459	chr16	0.242172523961661	379	1565
E3.3.459	chr17	0.217704918032787	332	1525
E3.3.459	chr18	0.234567901234568	95	405
E3.3.459	chr19	0.249466192170819	701	2810
E3.3.459	chr2	0.215181518151815	326	1515
E3.3.459	chr20	0.21259842519685	108	508
E3.3.459	chr21	0.158163265306122	31	196
E3.3.459	chr22	0.209656925031766	165	787
E3.3.459	chr3	0.229596412556054	256	1115
E3.3.459	chr4	0.226744186046512	195	860
E3.3.459	chr5	0.23896285914506	341	1427
E3.3.459	chr6	0.303441084462982	582	1918
E3.3.459	chr7	0.235169491525424	333	1416
E3.3.459	chr8	0.188585607940447	228	1209
E3.3.459	chr9	0.192151556156969	142	739
E3.3.459	chrX	0.222222222222222	20	90
E3.3.460	chr1	0.27455268389662	1381	5030
E3.3.460	chr10	0.236432477913336	562	2377
E3.3.460	chr11	0.267362243234431	820	3067
E3.3.460	chr12	0.26816	838	3125
E3.3.460	chr13	0.247412008281574	239	966
E3.3.460	chr14	0.26941115164148	517	1919
E3.3.460	chr15	0.258101851851852	446	1728
E3.3.460	chr16	0.260454395785314	791	3037
E3.3.460	chr17	0.245241809672387	786	3205
E3.3.460	chr18	0.269650655021834	247	916
E3.3.460	chr19	0.282017870439315	1515	5372
E3.3.460	chr2	0.255867864387134	883	3451
E3.3.460	chr20	0.252557041699449	321	1271
E3.3.460	chr21	0.241379310344828	112	464
E3.3.460	chr22	0.274288781535158	511	1863
E3.3.460	chr3	0.243643263757116	642	2635
E3.3.460	chr4	0.257902659307577	514	1993
E3.3.460	chr5	0.286491677336748	895	3124
E3.3.460	chr6	0.296715131933226	1102	3714
E3.3.460	chr7	0.265095729013255	900	3395
E3.3.460	chr8	0.270047978067169	788	2918
E3.3.460	chr9	0.253275109170306	464	1832
E3.3.460	chrX	0.314285714285714	66	210
E3.4.462	chr1	0.25	766	3064
E3.4.462	chr10	0.265209940017138	619	2334
E3.4.462	chr11	0.286686103012634	885	3087
E3.4.462	chr12	0.270736842105263	643	2375
E3.4.462	chr13	0.261555806087937	232	887
E3.4.462	chr14	0.261753494282084	412	1574
E3.4.462	chr15	0.28125	540	1920
E3.4.462	chr16	0.271120689655172	629	2320
E3.4.462	chr17	0.279089376053963	662	2372
E3.4.462	chr18	0.250636132315522	197	786
E3.4.462	chr19	0.266692102251049	699	2621
E3.4.462	chr2	0.261267145656434	800	3062
E3.4.462	chr20	0.233147804576376	377	1617
E3.4.462	chr21	0.266169154228856	107	402
E3.4.462	chr22	0.248852157943067	271	1089
E3.4.462	chr3	0.252859477124183	619	2448
E3.4.462	chr4	0.268061587050928	679	2533
E3.4.462	chr5	0.281668222844693	905	3213
E3.4.462	chr6	0.258687258687259	804	3108
E3.4.462	chr7	0.264942016057092	594	2242
E3.4.462	chr8	0.251990308065074	728	2889
E3.4.462	chr9	0.228370221327968	454	1988
E3.4.462	chrX	0.232558139534884	20	86
E3.4.463	chr1	0.27394438722966	798	2913
E3.4.463	chr10	0.284030642309959	482	1697
E3.4.463	chr11	0.305825242718447	819	2678
E3.4.463	chr12	0.308431163287086	578	1874
E3.4.463	chr13	0.25948406676783	171	659
E3.4.463	chr14	0.293115684882896	413	1409
E3.4.463	chr15	0.25956444967628	441	1699
E3.4.463	chr16	0.300788091068301	687	2284
E3.4.463	chr17	0.297600816743236	583	1959
E3.4.463	chr18	0.292808219178082	171	584
E3.4.463	chr19	0.297222222222222	749	2520
E3.4.463	chr2	0.28414680287552	751	2643
E3.4.463	chr20	0.252865812542144	375	1483
E3.4.463	chr21	0.248618784530387	90	362
E3.4.463	chr22	0.24390243902439	200	820
E3.4.463	chr3	0.257012020606754	449	1747
E3.4.463	chr4	0.274778761061947	621	2260
E3.4.463	chr5	0.300455864069623	725	2413
E3.4.463	chr6	0.306475531389026	620	2023
E3.4.463	chr7	0.302078521939954	654	2165
E3.4.463	chr8	0.277282377919321	653	2355
E3.4.463	chr9	0.256338028169014	455	1775
E3.4.463	chrX	0.315789473684211	24	76
E3.4.465	chr1	0.276439089692102	826	2988
E3.4.465	chr10	0.289672544080605	460	1588
E3.4.465	chr11	0.307532106907324	886	2881
E3.4.465	chr12	0.292129406084017	605	2071
E3.4.465	chr13	0.243466299862448	177	727
E3.4.465	chr14	0.291327913279133	430	1476
E3.4.465	chr15	0.290918690601901	551	1894
E3.4.465	chr16	0.30008210180624	731	2436
E3.4.465	chr17	0.299903567984571	622	2074
E3.4.465	chr18	0.281446540880503	179	636
E3.4.465	chr19	0.323918484090097	906	2797
E3.4.465	chr2	0.258970886932972	765	2954
E3.4.465	chr20	0.274544385655497	467	1701
E3.4.465	chr21	0.246887966804979	119	482
E3.4.465	chr22	0.265638389031705	310	1167
E3.4.465	chr3	0.270782693242586	557	2057
E3.4.465	chr4	0.295238095238095	682	2310
E3.4.465	chr5	0.283728813559322	837	2950
E3.4.465	chr6	0.251338807568725	704	2801
E3.4.465	chr7	0.301231310466139	685	2274
E3.4.465	chr8	0.281923714759536	680	2412
E3.4.465	chr9	0.29242928452579	703	2404
E3.4.465	chrX	0.358024691358025	29	81
E3.45.3374	chr1	0.252760736196319	1030	4075
E3.45.3374	chr10	0.194756554307116	260	1335
E3.45.3374	chr11	0.239886731391586	593	2472
E3.45.3374	chr12	0.227914270778881	436	1913
E3.45.3374	chr13	0.247672253258845	133	537
E3.45.3374	chr14	0.222953904045155	237	1063
E3.45.3374	chr15	0.215700660308144	294	1363
E3.45.3374	chr16	0.253164556962025	340	1343
E3.45.3374	chr17	0.230299949161159	453	1967
E3.45.3374	chr18	0.173441734417344	64	369
E3.45.3374	chr19	0.265860386165924	1253	4713
E3.45.3374	chr2	0.187282662692499	377	2013
E3.45.3374	chr20	0.205583756345178	162	788
E3.45.3374	chr21	0.200772200772201	52	259
E3.45.3374	chr22	0.200387221684414	207	1033
E3.45.3374	chr3	0.231751824817518	381	1644
E3.45.3374	chr4	0.179959100204499	176	978
E3.45.3374	chr5	0.232827832292596	522	2242
E3.45.3374	chr6	0.272288261515602	733	2692
E3.45.3374	chr7	0.245746691871456	520	2116
E3.45.3374	chr8	0.241261722080136	283	1173
E3.45.3374	chr9	0.213333333333333	256	1200
E3.45.3374	chrX	0.0821917808219178	6	73
E3.45.3375	chr1	0.19533626225076	578	2959
E3.45.3375	chr10	0.176882661996497	202	1142
E3.45.3375	chr11	0.225026852846402	419	1862
E3.45.3375	chr12	0.199855177407676	276	1381
E3.45.3375	chr13	0.14468085106383	68	470
E3.45.3375	chr14	0.209020902090209	190	909
E3.45.3375	chr15	0.199386503067485	195	978
E3.45.3375	chr16	0.225971370143149	221	978
E3.45.3375	chr17	0.223901098901099	326	1456
E3.45.3375	chr18	0.120171673819742	28	233
E3.45.3375	chr19	0.239288068556361	726	3034
E3.45.3375	chr2	0.216867469879518	342	1577
E3.45.3375	chr20	0.141935483870968	66	465
E3.45.3375	chr21	0.166666666666667	35	210
E3.45.3375	chr22	0.215601300108342	199	923
E3.45.3375	chr3	0.213235294117647	232	1088
E3.45.3375	chr4	0.181715575620767	161	886
E3.45.3375	chr5	0.175086505190311	253	1445
E3.45.3375	chr6	0.268707482993197	553	2058
E3.45.3375	chr7	0.215727209464161	310	1437
E3.45.3375	chr8	0.172752808988764	123	712
E3.45.3375	chr9	0.210055865921788	188	895
E3.45.3375	chrX	0.2	12	60
E3.45.3376	chr1	0.256248283438616	933	3641
E3.45.3376	chr10	0.219460227272727	309	1408
E3.45.3376	chr11	0.24412915851272	499	2044
E3.45.3376	chr12	0.222486615110054	374	1681
E3.45.3376	chr13	0.212014134275618	120	566
E3.45.3376	chr14	0.214953271028037	230	1070
E3.45.3376	chr15	0.248062015503876	320	1290
E3.45.3376	chr16	0.233302836230558	255	1093
E3.45.3376	chr17	0.250704225352113	445	1775
E3.45.3376	chr18	0.193548387096774	54	279
E3.45.3376	chr19	0.242036482439423	889	3673
E3.45.3376	chr2	0.205315268368942	394	1919
E3.45.3376	chr20	0.223665223665224	155	693
E3.45.3376	chr21	0.20440251572327	65	318
E3.45.3376	chr22	0.161812297734628	150	927
E3.45.3376	chr3	0.221514508138712	313	1413
E3.45.3376	chr4	0.222113502935421	227	1022
E3.45.3376	chr5	0.257071960297767	518	2015
E3.45.3376	chr6	0.25764192139738	649	2519
E3.45.3376	chr7	0.233110164333536	383	1643
E3.45.3376	chr8	0.215291750503018	214	994
E3.45.3376	chr9	0.219202898550725	242	1104
E3.45.3376	chrX	0.255813953488372	11	43
E3.45.3377	chr1	0.215224111282844	557	2588
E3.45.3377	chr10	0.177618069815195	173	974
E3.45.3377	chr11	0.233893557422969	334	1428
E3.45.3377	chr12	0.184158415841584	186	1010
E3.45.3377	chr13	0.183132530120482	76	415
E3.45.3377	chr14	0.234338747099768	202	862
E3.45.3377	chr15	0.237592397043295	225	947
E3.45.3377	chr16	0.195918367346939	144	735
E3.45.3377	chr17	0.22827804107425	289	1266
E3.45.3377	chr18	0.111111111111111	25	225
E3.45.3377	chr19	0.227739726027397	665	2920
E3.45.3377	chr2	0.172316384180791	244	1416
E3.45.3377	chr20	0.225933202357564	115	509
E3.45.3377	chr21	0.118811881188119	24	202
E3.45.3377	chr22	0.193502824858757	137	708
E3.45.3377	chr3	0.18744053282588	197	1051
E3.45.3377	chr4	0.177004538577912	117	661
E3.45.3377	chr5	0.222454672245467	319	1434
E3.45.3377	chr6	0.275311720698254	552	2005
E3.45.3377	chr7	0.206576728499157	245	1186
E3.45.3377	chr8	0.153737658674189	109	709
E3.45.3377	chr9	0.210586881472957	183	869
E3.45.3377	chrX	0.333333333333333	9	27
E3.45.3378	chr1	0.258481012658228	1021	3950
E3.45.3378	chr10	0.210980876002468	342	1621
E3.45.3378	chr11	0.247404063205418	548	2215
E3.45.3378	chr12	0.231400437636762	423	1828
E3.45.3378	chr13	0.203030303030303	134	660
E3.45.3378	chr14	0.255247691015953	304	1191
E3.45.3378	chr15	0.27410782080486	361	1317
E3.45.3378	chr16	0.247210300429185	288	1165
E3.45.3378	chr17	0.269211700545364	543	2017
E3.45.3378	chr18	0.195906432748538	67	342
